2230728513,554245117,5.0,1524153600007
2230728513,444548837,90.0,1480953600007
2230728513,431855965,95.0,1474992000007
2230728513,553595927,100.0,1524931200007
2230728513,427614382,95.0,1472400000007
2230728513,521417334,95.0,1511971200007
2230728513,28406197,95.0,1397145600007
2230728513,29850686,95.0,1419609600007
2230728513,434974495,95.0,1476460800007
2230728513,437715181,20.0,1476979200007
2096594353,530007791,100.0,1518105600007
2096594353,531181934,100.0,1517500800007
2096594353,511678913,100.0,1507824000007
2096594353,533367582,90.0,1516896000007
2096594353,520459582,95.0,1510848000007
2096594353,524191813,100.0,1513267200007
2096594353,539982704,90.0,1520524800007
2096594353,536624607,100.0,1519315200007
2096594353,451521358,100.0,1474819200007
2096594353,536243374,90.0,1518710400007
763612874,525241583,50.0,1514246400000
763612874,546723362,100.0,1521734400007
763612874,547996731,0.0,1521993600007
763612874,108281,100.0,1304611200000
763612874,293948,100.0,1269878400000
763612874,408055928,95.0,1459987346600
763612874,536570384,100.0,1518537600007
763612874,35848561,70.0,1445788800007
763612874,287271,85.0,1096560000000
763612874,474574268,90.0,1498406400007
2157706591,544483346,100.0,1520784000007
2157706591,31081097,100.0,1427673600000
2157706591,424264380,90.0,1470153600007
2157706591,459717656,80.0,1486656000000
2157706591,526099041,100.0,1513958400007
2157706591,541499418,90.0,1518364800007
2157706591,501220080,100.0,1503590400007
2157706591,34766079,100.0,1442419200007
2157706591,30612336,100.0,1423497600000
2157706591,31245998,95.0,1426521600000
867309321,34916709,65.0,1439481600007
867309321,498286345,90.0,1502380800000
867309321,501467517,25.0,1502380800000
867309321,450041325,90.0,1483113600007
867309321,30841720,25.0,1419782400007
867309321,479764527,100.0,1494086400000
867309321,35729355,45.0,1413043200007
867309321,40729733,100.0,1451404800000
867309321,41416774,95.0,1451987878136
867309321,729551,40.0,1325174400007
908594231,507532080,50.0,1505750400007
908594231,507795601,15.0,1506009600007
908594231,473940307,50.0,1480003200007
908594231,491955309,25.0,1500393600007
908594231,476569154,25.0,1493395200007
908594231,470670960,20.0,1491321600007
908594231,490602605,70.0,1500134400007
908594231,498393830,5.0,1471363200007
908594231,500686039,60.0,1503331200007
908594231,507795110,25.0,1505923200007
2153089864,4875306,100.0,1115481600000
2153089864,376417,100.0,1001865600000
2153089864,177575,100.0,615222000000
2153089864,5255987,100.0,1182787200000
2153089864,165375,100.0,1290096000000
2153089864,63650,100.0,1207670400000
2153089864,191819,100.0,1114876800000
2153089864,504826080,100.0,1504886400000
2153089864,408250378,100.0,1459432191089
2153089864,505451285,100.0,1505232000007
2053096440,31426805,90.0,1428854400000
2053096440,5094255,90.0,1295539200007
2053096440,27008758,80.0,1237824000007
2053096440,427416048,90.0,1471536000007
2053096440,458496129,100.0,1391270400007
2053096440,1308441,75.0,1008604800007
2053096440,3163956,90.0,1239033600007
2053096440,2391318,85.0,1255968000007
2053096440,2639938,65.0,903974400007
2053096440,16952047,85.0,1176681600000
2052512322,536680802,95.0,1518084016476
2052512322,463425816,80.0,1488615538202
2052512322,35956497,95.0,1445875200007
2052512322,34341487,95.0,1388505600004
2052512322,454717839,50.0,1484818588616
2052512322,479177946,100.0,1494899785127
2052512322,530986445,100.0,1516291200007
2052512322,31062973,95.0,1399478400000
2052512322,29984203,25.0,1388505600004
2052512322,30352430,100.0,1385136000007
2153498917,461347998,100.0,1487952000007
2153498917,411314681,100.0,1461859200007
2153498917,460043372,100.0,1487260800007
2153498917,515269424,100.0,1508860800007
2153498917,422132237,100.0,1469116800007
2153498917,521416693,100.0,1512086400000
2153498917,461518855,100.0,1487865600007
2153498917,474581010,100.0,1492963200007
2153498917,420922950,100.0,1470326400007
2153498917,31370725,95.0,1426262400007
2150055953,28310930,100.0,1362067200007
2150055953,437755447,100.0,1453357983396
2150055953,490106148,100.0,1499795726390
2150055953,30635613,100.0,1423929600000
2150055953,417859220,100.0,1466474401661
2150055953,399340140,100.0,1451491200000
2150055953,443967407,100.0,1480504323135
2150055953,436514312,100.0,1477238400007
2150055953,29572804,100.0,1414425600007
2150055953,408814900,100.0,1466438400007
2148086011,29482203,100.0,1411488000007
2148086011,32743519,100.0,1433001600000
2148086011,32743521,95.0,1433001600000
2148086011,31477886,95.0,1295712000000
2148086011,785507,90.0,1293724800000
2148086011,683826,100.0,1265126400000
2148086011,507152393,80.0,1505725430579
2148086011,428203067,95.0,1471017600000
2148086011,509466710,70.0,1506495600000
2148086011,31649696,90.0,1216310400000
2139118830,488953797,100.0,1499356800007
2139118830,524149482,100.0,1512662400007
2139118830,485612576,100.0,1497974400007
2139118830,451703286,100.0,1395763200007
2139118830,32238090,100.0,1431878400007
2139118830,464674974,95.0,1489334400007
2139118830,34690580,100.0,1441987200007
2139118830,407002710,100.0,1458319287803
2139118830,443292315,95.0,1480003200007
2139118830,451701288,100.0,1407772800007
2139491961,287035,100.0,1172678400000
2139491961,254485,100.0,965059200000
2139491961,254432,100.0,1038672000000
2139491961,224000,100.0,978278400000
2139491961,210281,100.0,1295913600000
2139491961,186010,100.0,1067616000000
2139491961,188674,100.0,975600000000
2139491961,375394,100.0,1130774400000
2139491961,27747329,100.0,1379952000007
2139491961,25641873,100.0,1104422400007
2139305008,186345,100.0,962380800000
2139305008,234841,100.0,892051200007
2139305008,187564,100.0,938707200000
2139305008,187600,100.0,938707200000
2139305008,143474,100.0,539107200000
2139305008,188222,100.0,691516800000
2139305008,156427,100.0,1185897600000
2139305008,153784,100.0,765129600000
2139305008,5242750,100.0,1262275200000
2139305008,194186,100.0,741456000000
2144281377,108251,100.0,1291737600000
2144281377,507815173,100.0,1505983872874
2144281377,375100,100.0,1178812800000
2144281377,385973,100.0,1122825600000
2144281377,186021,100.0,1059580800000
2144281377,29343809,100.0,1410278400007
2144281377,82203,100.0,1230307200000
2144281377,25699094,100.0,1199980800007
2144281377,254045,100.0,1344556800000
2144281377,287251,100.0,1128096000000
2139324915,108390,100.0,1256832000000
2139324915,375394,100.0,1130774400000
2139324915,254574,100.0,941385600000
2139324915,190072,100.0,975600000000
2139324915,186560,100.0,891360000000
2139324915,168089,100.0,1038672000000
2139324915,110400,100.0,817747200000
2139324915,287035,100.0,1172678400000
2139324915,32507038,100.0,1433433600007
2139324915,126946,100.0,1104508800004
2139566312,2182015,95.0,1208822400000
2139566312,26256399,85.0,1208822400000
2139566312,526935207,80.0,1199808000007
2139566312,526935208,80.0,1199808000007
2139566312,527013149,75.0,1236787200007
2139566312,527013150,80.0,1236787200007
2139566312,526977909,65.0,1227542400007
